																					Class	blk	Blk	Blk	QC	QC	QC	QC	QC
7	6.35	116.9288	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	10.76991	20180316-GM-Sam-QC1_180316214029	116.92876:370503 117.93211:41928 118.93547:0		0.008398824	0.008333895	0.008273294	0.000365822	0.0003724572	0.0004006531	0.0004014385	0.0003791401
8	13.54	116.9288	Unknown	[M-H]-	adduct linked to 80_[M+Na+FA-2H]-; found in higher mz's MsMs_80	1	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	43.32531	20180316-GM-Sam-Blk_180316212351	116.9288:543508 117.93215:67330 118.93551:15394		0.01517829	0.01637626	0.01612903	0.0004909411	0.0005471415	0.0005537626	0.0005461404	0.0005736671
9	13.3	116.9288	Unknown	[M-CO-H]-	adduct linked to 36_[M-H]-	0.75	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	6.412824	20180316-GM-Sam-QC1_180316200038	116.92881:175165 117.93216:13014 118.93552:0		0.004705241	0.004987661	0.005269565	0.0001876225	0.0001911975	0.000177858	0.000188927	0.0001854518
10	3.7	119.0504	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	457.9388	20180316-GM-Sam-QC1	119.05036:1034210 120.05371:138721 121.05707:80085	77.05656:11	0	0	0	0.001131856	0.001100038	0.00107789	0.001089145	0.001024805
11	3.76	121.0296	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	62.85956	20180316-GM-Sam-QC1_180316232018	121.0296:293719 122.03295:87943 123.03631:20471	80.04155:13 94.10197:28	0.0009746642	0.0007001442	0.0007958353	0.0002587804	0.0002908567	0.0002942709	0.0003226764	0.0003217365
12	2.89	123.0452	Salicyl-alcool	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	104.9658	20180316-GM-Sam-QC1_180316214029	123.04512:217341 124.04847:25776 125.05183:62204	64.85943:11 93.01723:95 95.0475:87 96.06909:112	0.0001208567	9.039488E-05	4.296569E-05	0.0002141432	0.0002373572	0.000235028	0.0002041806	0.0002383208
13	0.73	124.9246	Unknown	[M-H]-	similar chromatogram in higher mz_97; similar chromatogram in higher mz_45; similar chromatogram in higher mz_15; similar chromatogram in higher mz_95; similar chromatogram in higher mz_47; similar chromatogram in higher mz_51; similar chromatogram in higher mz_142	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	121.0265	20180316-GM-Sam-QC1_180316214029	124.92461:358066 125.92796:0 126.93132:545934		0	0	0	0.0003434967	0.0003782927	0.0003872045	0.0003310364	0.000341034
14	1.03	125.0246	phloroglucinol	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	154.8198	20180316-GM-Sam-QC1_180316200038	125.02461:451708 126.02796:49457 127.03132:46457		0.0001625373	0.0001140553	0.0001100606	0.0004867769	0.0004930517	0.0004350198	0.0004665138	0.0004485642
15	0.73	126.9224	Unknown	[M-H]-	similar chromatogram in higher mz_175	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	72.69194	20180316-GM-Sam-QC1_180316200038	126.92245:379243 127.9258:15542 128.92916:0		0	3.733145E-05	0	0.0003682163	0.0004139548	0.0004022738	0.0003712725	0.0003675251
16	0.89	128.0356	Unknown	[M-H]-	found in higher mz's MsMs_209; found in higher mz's MsMs_295	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	53.67456	20180316-GM-Sam-QC1_180317010007	128.03555:143940 129.0389:47013 130.04226:8492		0.000680824	0.0006588307	0.000615932	0.0001461958	0.0001331279	0.0001441792	0.000150941	0.0001585627
17	0.69	129.9947	Unknown	[M-H]-	found in higher mz's MsMs_127	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	45.83206	20180316-GM-Sam-QC1	129.99469:273839 130.99804:31801 132.0014:322333		0	3.615836E-05	0	0.0002996938	0.0002448325	0.0002435434	0.0002380546	0.0002568428
18	0.66	131.0464	L-Asparagine	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	989.8053	20180316-GM-Sam-QC1_180316200038	131.04645:3268593 132.0498:180232 133.05316:0		0.0002994397	0.000357056	0.0003987094	0.003528285	0.003567761	0.003343647	0.003397537	0.003393489
19	0.69	131.9917	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	60.16991	20180316-GM-Sam-QC1	131.9917:157116 132.99505:0 133.99841:36056		0	0	0	0.0001719506	0.0001531533	0.0001604038	0.0001551263	0.0001676695
20	13.62	132.868	Unknown	[M-H]-		1	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	80.33829	20180316-GM-Sam-Blk_180316174725	132.868:171615 133.87135:0 134.87471:142031		0.005650029	0.005507234	0.005375524	0.0002104945	0.0001906784	0.0001959412	0.0001840606	0.0001975378
21	4.44	133.0295	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	30.08665	20180316-GM-Sam-QC1_180317010007	133.02946:109632 134.03281:0 135.03617:85864		4.349269E-05	3.439988E-05	7.713425E-05	0.0001010943	0.0001022585	9.277456E-05	0.0001065021	0.0001207694
22	3.09	133.0295	Unknown	[M-H]-	similar chromatogram in higher mz_66; similar chromatogram in higher mz_383; similar chromatogram in higher mz_452; similar chromatogram in higher mz_70; similar chromatogram in higher mz_170	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	29.61018	20180316-GM-Sam-QC1	133.02953:99063 134.03288:35668 135.03624:25364		8.039098E-05	0.0001621406	0.0002344969	0.0001084163	0.0001006081	0.00010002	0.0001058539	9.852566E-05
23	13.61	134.8654	Unknown	[M-H]-		1	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	69.48421	20180316-GM-Sam-QC1	134.8654:142263 135.86875:0 136.87211:56740		0.004180335	0.004047436	0.003904241	0.0001556945	0.0001462562	0.0001459378	0.000130305	0.0001448455
24	2.59	135.0451	Unknown	[M-C6H10O5-H]-	adduct linked to 197_[M-H]-; found in higher mz's MsMs_310; found in higher mz's MsMs_278	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	64.27333	20180316-GM-Sam-QC1	135.04514:289117 136.04849:107500 137.05185:45324	66.16434:17 107.1819:16 108.06989:49	0	6.499159E-05	5.093129E-05	0.0003164145	0.0002738844	0.0002619701	0.0002792709	0.000282917
25	3.67	135.0452	Unknown	[M-H]-	similar chromatogram in higher mz_202	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	78.81377	20180316-GM-Sam-QC1_180316232018	135.04515:329833 136.0485:124587 137.05186:40587	106.1935:16 107.11592:75	0	9.006769E-05	0.0001247089	0.0003542842	0.0003676132	0.0003327235	0.0003623502	0.0003377104
26	13.53	135.9712	Unknown	[M-H]-		1	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	71.68185	20180316-GM-Sam-Blk_180316174725	135.97113:456593 136.97448:11271 137.97784:12984	65.0904:10 80.92257:64 108.82744:37	0.01503227	0.01456659	0.01322041	0.0005012347	0.0004856164	0.0004822808	0.0004787254	0.0004807718
27	2.69	136.0167	Unknown	[M-H]-	similar chromatogram in higher mz_42; similar chromatogram in higher mz_126; similar chromatogram in higher mz_259	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	58.38054	20180316-GM-Sam-QC1_180316232018	136.01672:578782 137.02007:34268560 138.02343:2459228		0.0003834635	0.000243986	0.0002681569	0.0005949823	0.0006314593	0.0006055002	0.0006358432	0.0006295635
28	13.62	136.8631	Unknown	[M-H]-		0.5	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	43.49205	20180316-GM-Sam-QC1_180316214029	136.86314:53063 137.86649:0 138.86985:7900		0.001609889	0.001569879	0.001517971	5.518797E-05	5.272021E-05	5.738156E-05	4.903136E-05	5.219406E-05
29	0.71	136.8775	Unknown	[M-H]-	similar chromatogram in higher mz_115; similar chromatogram in higher mz_65; similar chromatogram in higher mz_32; similar chromatogram in higher mz_61; similar chromatogram in higher mz_123; similar chromatogram in higher mz_175; similar chromatogram in higher mz_360	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	92.21055	20180316-GM-Sam-QC1_180317010007	136.87746:149111 137.88081:0 138.88417:225194		0	0	0	0.0001530254	0.0001480529	0.0001432976	0.0001590397	0.0001642588
30	2.69	137.0243	protocatechic-aldehyde	[M-H]-	adduct linked to 59_[M+Cl]-; adduct linked to 105_[M+Na+FA-2H]-; adduct linked to 172_[2M-H]-; found in higher mz's MsMs_172; found in higher mz's MsMs_105; found in higher mz's MsMs_59	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	5561.686	20180316-GM-Sam-QC1_180316214029	137.02432:26029596 138.02767:2650148 139.03103:206648	65.08931:55 66.22198:58 81.15279:118 108.87755:1159 110.17297:84 119.00926:190	0.0002860386	0.0006907291	0.002057783	0.02755929	0.02811009	0.0281478	0.02684358	0.02685783
31	4.63	137.0249	Unknown	[M-H]-	adduct linked to 106_[M+Na+FA-2H]-; similar chromatogram in higher mz_196; similar chromatogram in higher mz_624; found in higher mz's MsMs_503; found in higher mz's MsMs_196; found in higher mz's MsMs_106	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	4045.487	20180316-GM-Sam-QC1	137.02489:17746438 138.02824:2057727 139.0316:123644	82.19914:37 110.18404:32	0.000356451	0.0006772278	0.002567726	0.01942198	0.02023006	0.02020234	0.02040841	0.02007778
32	0.71	138.8755	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	124.7972	20180316-GM-Sam-QC1_180317010007	138.87546:167649 139.87881:0 140.88217:54248		0	0	0	0.0001706293	0.000166487	0.0001733917	0.0001749445	0.0001846806
33	1.03	139.0038	Unknown	[M-H]-	adduct linked to 43_[M+H2O-H]-; found in higher mz's MsMs_43	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	228.431	20180316-GM-Sam-QC1	139.00386:335046 140.00721:49095 141.01057:281371	111.09491:1070 112.0135:113 121.04323:16 122.2047:13	4.164507E-05	0.0002271538	0.0002006734	0.0003666793	0.0003933324	0.0003462833	0.0003814887	0.000384646
34	1.02	141.0194	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	55.29644	20180316-GM-Sam-QC1_180317010007	141.01941:259052 142.02276:15539 143.02612:10950		0.0003177383	0.0003289173	0.0002592199	0.000258431	0.0002715556	0.0002449608	0.0002694871	0.0002853693
35	6.96	144.9236	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	6.391006	20180316-GM-Sam-QC1	144.92358:115599 145.92693:26462 146.93029:0	83.10899:12 126.02623:22 127.00247:106	0.002289225	0.002001118	0.001927098	0.0001265133	0.00013392	0.0001340503	0.0001310258	0.0001290107
36	13.28	144.9236	Unknown	[M-H]-	adduct linked to 9_[M-CO-H]-	1	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	31.69776	20180316-GM-Sam-Blk_180316174725	144.92363:425076 145.92698:45493 146.93034:11050	117.13864:11 118.0672:39	0.01399464	0.01220813	0.01280398	0.0005064546	0.0004664851	0.0004049676	0.00047257	0.0004638879
37	13.82	145.931	Unknown	[M-H]-		1	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	23.51028	20180316-GM-Sam-Blk_180316174725	145.93103:111906 146.93438:182516 147.93774:0		0.003684228	0.002475515	0.003016293	0.0001057514	0.0001003578	8.591411E-05	8.650784E-05	0.000117508
38	13.66	146.9388	Unknown	[M-H]-	found in higher mz's MsMs_284	1	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	61.20936	20180316-GM-Sam-Blk_180316174725	146.93883:335001 147.94218:0 148.94554:0	59.0121:68 86.97604:15 88.60737:14 127.10136:12	0.01102911	0.009433695	0.00966077	0.0003235319	0.0003323372	0.0003432229	0.0003426592	0.0003430761
39	5.35	147.0453	acide-cinnamique	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	15.47498	20180316-GM-Sam-QC1_180316232018	147.04521:114192 148.04856:15492 149.05192:12710	108.82285:11 111.1772:26	0	0	0	0.0001092811	0.0001185224	0.0001229571	0.0001254501	0.0001308836
40	2.69	151.0037	Unknown	[M-H]-	adduct linked to 55_[M+H2O-H]-; found in higher mz's MsMs_55	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	33.31199	20180316-GM-Sam-QC1_180317010007	151.00369:158467 152.00704:81825 153.0104:721628		0	3.964877E-05	0	0.0001656731	0.0001608226	0.0001704217	0.0001596745	0.000174566
41	3.7	151.0399	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	30.01554	20180316-GM-Sam-QC1	151.04016:125908 152.04351:24890 153.04687:0	81.2619:20 82.99661:66 93.02945:23 110.06177:22 115.14107:17 121.116:16 123.17511:44 130.97864:47 132.97205:141 136.02338:112	4.051743E-05	0.0006040467	0.000313772	0.0001377963	0.0001968747	0.0001329797	0.0001482284	0.0001624577
42	2.69	153.0193	Unknown	[M-H]-	adduct linked to 58_[M+H2O-H]-	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	195.2722	20180316-GM-Sam-QC1	153.01927:390436 154.02262:23674 155.02598:30463	64.98479:20 68.16213:13 81.00655:61 111.16714:13 122.99173:38 125.08249:521 125.86609:15 135.08188:58	0	7.671676E-05	5.259199E-05	0.000427299	0.0004769056	0.0004526534	0.000448244	0.0005072172
43	1.03	157.0143	Unknown	[M+H2O-H]-	adduct linked to 33_[M-H]-	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	65.94178	20180316-GM-Sam-QC1	157.01436:302447 158.01771:24793 159.02107:12612	57.07802:61 66.91428:20 71.06226:320 73.11864:66 85.0502:58 89.09894:84 95.07127:426 98.93152:25 129.12503:52 130.01543:41 139.03963:1029	9.390662E-05	5.295851E-05	4.047309E-05	0.0003310031	0.0003310332	0.0002762007	0.0003310252	0.0003648345
44	13.45	158.9787	Unknown	[M-H]-	adduct linked to 131_[M+Na+FA-2H]-; found in higher mz's MsMs_131	1	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	19.83675	20180316-GM-Sam-QC1_180317010007	158.97871:90683 159.98206:0 160.98542:13503		0.002531464	0.002697305	0.002695279	8.092583E-05	9.02372E-05	8.663827E-05	9.402778E-05	9.989559E-05
45	0.74	160.8421	Unknown	[M-H]-	found in higher mz's MsMs_142	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	264.1851	20180316-GM-Sam-QC1_180317010007	160.84209:383628 161.84544:0 162.8488:482436		7.071695E-05	0	4.391725E-05	0.0003819668	0.0003895326	0.0003850852	0.000403829	0.0004226002
46	4.42	161.0244	Umbelliferone	[M-H]-	adduct linked to 72_[M+H2O-H]-; similar chromatogram in higher mz_158; similar chromatogram in higher mz_542; similar chromatogram in higher mz_724; found in higher mz's MsMs_442; found in higher mz's MsMs_348; found in higher mz's MsMs_224	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	148.0782	20180316-GM-Sam-QC1_180316232018	161.02441:464304 162.02776:0 163.03112:61369		0	4.213587E-05	0	0.0004806609	0.0004614936	0.0004631419	0.0005100785	0.0004749867
47	0.74	162.839	Unknown	[M-H]-	found in higher mz's MsMs_142; similar chromatogram in higher mz_141	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	138.1107	20180316-GM-Sam-QC1_180317010007	162.83904:367049 163.84239:0 164.84575:142838		0	0	0	0.0003600554	0.0003561232	0.0003494369	0.0003631379	0.0004043376
48	3.11	163.0038	Unknown	[M-H]-	similar chromatogram in higher mz_70; similar chromatogram in higher mz_246; similar chromatogram in higher mz_190; adduct linked to 78_[M+H2O-H]-	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	19.58895	20180316-GM-Sam-QC1_180316232018	163.0038:65277 164.00715:22520 165.01051:105601		5.439283E-05	0	4.024617E-05	5.79001E-05	6.487405E-05	6.937464E-05	7.171248E-05	6.325098E-05
49	3.7	163.0399	acide-paracoumarique	[M-H]-	adduct linked to 100_[M+Cl]-; adduct linked to 258_[2M-H]-; found in higher mz's MsMs_258	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	4363.821	20180316-GM-Sam-QC1_180316200038	163.03993:20486722 164.04328:3154695 165.04664:12397924		4.122349E-05	4.313054E-05	0	0.02215431	0.02236183	0.02215245	0.02139226	0.02107027
50	2.4	164.0339	Unknown	[M-H]-	found in higher mz's MsMs_73; similar chromatogram in higher mz_149; similar chromatogram in higher mz_93; similar chromatogram in higher mz_250; similar chromatogram in higher mz_391	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	35.08842	20180316-GM-Sam-QC1_180317010007	164.03391:125409 165.03726:51601 166.04062:0		4.022888E-05	0	0	0.0001222178	0.0001311449	0.0001318037	0.0001199823	0.0001381497
51	0.74	164.8362	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	50.24703	20180316-GM-Sam-QC1	164.83612:97960 165.83947:0 166.84283:0	80.91723:51 89.06659:12 91.14273:32 97.13071:40 102.2001:11 111.08366:14 127.11566:20 128.33177:37 129.06183:25 136.91365:22 138.14659:16 147.38573:20	0	0	0	0.0001072089	9.793093E-05	0.0001172694	0.0001222812	0.0001211914
52	3.66	165.0556	Unknown	[M-H]-	adduct linked to 135_[M+Na+FA-2H]-; found in higher mz's MsMs_135	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	3004.647	20180316-GM-Sam-QC1	165.05563:12498108 166.05898:2068104 167.06234:107925	58.19038:11 91.13466:2024 96.9959:92 103.04494:27561 105.14925:27 109.29239:15 123.05681:29 135.18895:12841 136.36638:10 137.06615:57 137.9173:23 146.96519:21	0.0001080296	0.0003948032	0.0002002471	0.01367813	0.01468173	0.01423076	0.01398173	0.01382027
53	5.66	165.0559	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	31.25696	20180316-GM-Sam-QC1	165.05605:224080 166.0594:14794 167.06276:0	91.23401:22 96.9463:73 103.10825:227 135.12936:131 137.18631:11	0.0001032437	0.0003030628	4.34543E-05	0.0002452365	0.0002415753	0.0002506675	0.0002488859	0.0002411957
54	0.69	167.023	Unknown	[M-H]-		0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	211.2867	20180316-GM-Sam-QC1	167.02303:486696 168.02638:22997 169.02974:304399	79.01761:14 81.03897:23 87.08966:13 107.07118:12 129.07881:33 130.9949:8222 137.1347:12 139.89536:16	0	0	0	0.0005326474	0.0005210941	0.0005185546	0.0005206395	0.0005175177
55	2.69	169.0141	Unknown	[M+H2O-H]-	adduct linked to 40_[M-H]-	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	74.67671	20180316-GM-Sam-QC1	169.01413:157021 170.01748:0 171.02084:139071	81.21989:38 84.02968:130 91.04109:12 97.03406:120 98.06966:29 98.93138:17 106.95004:18 112.14836:20 113.15506:19 128.09128:13 137.07466:41 139.04182:30 140.00293:24 141.04526:491 142.13652:49 151.0891:1559	0	0	0	0.0001718462	0.0001502773	0.0001658215	0.0001552777	0.000170873
56	5.05	169.0143	Unknown	[M-H]-	similar chromatogram in higher mz_277	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	98.00311	20180316-GM-Sam-QC1	169.01453:203342 170.01788:0 171.02124:0	113.27582:15 150.98647:1058	0	0.0004791194	0	0.0002225403	0.0002201267	0.0002212944	0.0002033749	0.0002023797
57	0.68	169.02	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	76.77895	20180316-GM-Sam-QC1_180316200038	169.02:176851 170.02335:0 171.02671:0		0.0008544912	0.0009061502	6.11068E-05	0.0001773939	0.0001930381	0.0001778738	0.0001819131	0.0001704473
58	2.69	171.0299	Unknown	[M+H2O-H]-	adduct linked to 42_[M-H]-	0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	30.3476	20180316-GM-Sam-QC1_180317010007	171.02991:119675 172.03326:0 173.03662:0		3.886958E-05	8.06982E-05	6.984005E-05	0.0001069767	0.0001259649	0.0001225508	0.000130634	0.0001318329
59	2.7	173.0008	Unknown	[M+Cl]-	adduct linked to 30_[M-H]-	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	36.10943	20180316-GM-Sam-QC1_180316200038	173.00113:118834 174.00448:22279 175.00784:38068	68.10953:12 74.10518:12 82.01385:28 82.97487:62 87.08355:12 89.07582:12 98.93878:21 100.14659:38 100.95726:15 108.97089:33 111.09915:41 113.09268:15 131.1902:17 136.99901:3913 145.41609:22 146.06142:78 152.84914:16 154.8972:47	0	0	0	0.0001234353	0.0001297104	0.0001319294	0.0001243587	0.0001280527
60	3.86	173.0821	Unknown	[M-H]-		1	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	35.24557	20180316-GM-Sam-Blk_180316174725	173.08194:137550 174.08529:0 175.08865:0	68.0552:15 81.90763:12 82.96109:66 84.86494:11 86.10033:27 89.05126:30 97.0271:17 99.36121:18 104.9924:24 109.08678:15 111.11664:1413 119.03322:12 132.1562:23 144.68422:16 146.01164:26 152.91336:16 155.00194:31	0.004528499	0.004504703	0.004288365	0.0001078179	0.0001103395	0.0001258528	0.0001013403	0.0001113226
61	0.7	173.9441	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	72.96215	20180316-GM-Sam-QC1	173.94412:180177 174.94747:0 175.95083:357255		0	0	0	0.0001971882	0.0001543374	0.0001796734	0.000166271	0.0001647833
62	13.48	174.9562	Unknown	[M-H]-		1	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	65.12215	20180316-GM-Sam-Blk_180316174725	174.95616:451364 175.95951:11803 176.96287:6056	86.97624:190 103.10666:45 111.0323:13 113.02394:10 116.9614:74 147.01552:769 155.06883:38	0.01486011	0.01459131	0.01330784	0.0004841343	0.000510576	0.0004761991	0.0004595005	0.0004978864
63	0.6	174.9563	Unknown	[M-H]-	found in higher mz's MsMs_144	0.375	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	37.46456	20180316-GM-Sam-Blk_180316174725	174.95596:279702 175.95931:10376 176.96267:0	87.06351:51 100.04494:11 102.94623:44 111.05293:36 119.09883:11 145.0705:18 146.9994:778 148.2887:40 157.28201:24 158.08044:19	0.009208547	0.005710633	0.006746857	0.0003110605	0.0003546514	0.0003927923	0.0004994917	0.0004307238
64	13.89	175.0401	Unknown	[M-C6H10O5-H]-	adduct linked to 290_[M-H]-	0.625	True	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	45.63896	20180316-GM-Sam-QC1	175.04022:350063 176.04357:24220 177.04693:0	86.9944:88 103.09119:10 147.07561:294 148.02231:194 156.99178:29	0.000245126	0.0004611509	9.374317E-05	0.0003831144	0.0005147975	0.000455241	0.0005650384	0.0006092984
65	0.7	175.9418	Unknown	[M-H]-		0.625	False	No record	No record	No record	No record	Normalized unit Height	-1	-1	-1	-1	-1	128.5846	20180316-GM-Sam-QC1	175.9418:231982 176.94515:0 177.94851:100172		3.830208E-05	0	0	0.0002538849	0.0002122696	0.0002163818	0.0001945363	0.0002068254
